날짜,마늘가격,평균강수량,최대강수량,평균기온,최고기온,최저기온,평균습도,최저습도,평균풍속,최대풍속,마늘거래량,마늘생산량,마늘저장이월량,마늘수입량,마늘수입금액,마늘재배면적,고급휘발유,보통휘발유,자동차용경유,소비자물가지수,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
2015-06-26,4313.22849,32.4,155.5,20.9,23.8,18.8,86,46,2.8,17.8,55.42,266273,7256,70576,70057,20638,1936.08,1584.84,1369.7,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-27,4967.155011,0.7,13.6,21.6,25.8,18.4,77,33,2,12.6,41.22,266273,7256,70576,70057,20638,1936.29,1584.8,1369.41,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-28,4961.746328,0,2.5,22.1,27.2,17.9,76,32,1.8,9.4,44.42,266273,7256,70576,70057,20638,1936.13,1584.76,1369.09,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-29,4956.337645,0.2,7.5,23.5,29.1,18.5,73,25,1.7,8.7,47.62,266273,7256,70576,70057,20638,1937.15,1584.88,1369.47,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-06-30,4383.469454,11.5,93.2,21.4,25.5,19,84,33,1.4,12.3,49.58,266273,7256,70576,70057,20638,1932.99,1584.68,1369.15,0.7,3.6,0,2.5,0.7,1.8,2,-0.1
2015-07-01,4909.879602,0.9,11,22.6,28.1,18.4,73,27,2.5,15.6,45.36,266273,7256,70576,70057,20638,1932.39,1584.5,1368.52,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-02,3335.232302,0.2,4.5,22.4,28.2,17,69,24,2,9.3,412.55,266273,7256,70576,70057,20638,1930.94,1584.36,1368.1,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-03,4018.521092,0.5,11,22.3,28,17.6,68,23,1.9,9.3,37.1,266273,7256,70576,70057,20638,1928.25,1584.2,1367.9,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-04,4727.368946,0,0.2,21.2,26.7,15.8,70,24,1.8,6.8,26.86,266273,7256,70576,70057,20638,1927.22,1583.95,1367.19,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-05,4784.228374,0.4,25.7,21.8,27.4,17,72,26,1.6,6.8,26.665,266273,7256,70576,70057,20638,1927.77,1583.87,1366.83,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-06,4841.087801,0.2,17,22.2,27.2,17.9,73,21,1.5,5.9,26.47,266273,7256,70576,70057,20638,1927.97,1583.79,1366.8,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-07,4620.178289,13.3,169.7,20.1,23.1,17.7,82,13,1.7,13.7,39.82,266273,7256,70576,70057,20638,1928.72,1583.38,1366.01,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-08,3759.551708,23,132.5,21,23.6,18.4,90,44,2,9.1,30.47,266273,7256,70576,70057,20638,1926.59,1582.89,1365.21,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-09,3860.660914,19.1,116,22.8,26.2,20.2,86,9,2,9.8,276.87,266273,7256,70576,70057,20638,1927.83,1582.36,1364.34,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-10,4455.933755,0,1.6,25,30.3,20.6,79,32,1.8,9.1,30.22,266273,7256,70576,70057,20638,1928.51,1581.57,1363.14,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-11,5058.240992,9.2,98.9,25.9,31.1,22,81,34,1.8,16.3,22.81,266273,7256,70576,70057,20638,1926.02,1580.71,1361.65,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-12,5072.099448,44.8,273.5,24.2,26.1,22.8,91,54,3.8,24.6,23.235,266273,7256,70576,70057,20638,1926.27,1580.41,1360.92,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-13,5085.957905,3.6,21,23.9,26.7,21.8,82,43,4,13.9,23.66,266273,7256,70576,70057,20638,1925.08,1580.03,1360.49,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-14,4605.754218,0.1,3.5,25.4,30.8,21,77,30,2,11.8,24.01,266273,7256,70576,70057,20638,1924.75,1579.08,1358.87,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-15,5061.902124,1,62.5,25,31.2,20.7,76,29,1.9,10.9,29.43,266273,7256,70576,70057,20638,1925.27,1578.23,1357.29,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-16,3687.300464,0,6,22.9,27.1,19.4,67,35,3.3,12.8,220.69,266273,7256,70576,70057,20638,1923.09,1577.4,1355.86,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-17,3735.40726,0.3,7.5,21.6,25.7,17.8,67,33,2.3,16.8,62.29,266273,7256,70576,70057,20638,1920.95,1575.89,1354.14,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-18,4839.653881,0.1,1.5,23,27.1,20.1,75,38,1.5,7.7,21.25,266273,7256,70576,70057,20638,1921.14,1574.77,1352.6,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-19,4988.979608,1.5,9.7,24,28.6,20.2,80,39,1.5,8.1,19.595,266273,7256,70576,70057,20638,1919.88,1574.28,1351.78,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-20,5138.305334,2.7,27.5,24.3,27.6,21.9,86,50,1.6,6.9,17.94,266273,7256,70576,70057,20638,1919.82,1573.6,1350.95,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-21,4615.520303,4.1,29.5,24.6,28.3,22.1,89,46,1.3,5.7,19.28,266273,7256,70576,70057,20638,1920.19,1572.66,1349.15,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-22,3904.322823,2.8,40,25.7,29.9,23,87,43,1.3,11,31.08,266273,7256,70576,70057,20638,1920.51,1571.76,1347.83,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-23,5096.349449,13,77,25.9,29.4,23.6,88,44,1.9,12.7,20.15,266273,7256,70576,70057,20638,1919.23,1570.57,1346.11,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-24,4840.026693,17.4,134,25.6,27.6,24.1,90,56,2.5,12.6,17.46,266273,7256,70576,70057,20638,1918.23,1569.63,1344.64,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-25,3299.643672,8.8,105.8,26.5,29.6,24,82,44,2.7,13.5,69.96,266273,7256,70576,70057,20638,1916.43,1568.59,1343.18,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-26,3941.81846,3.8,41.6,27,32.4,22.4,77,31,1.7,9.5,51.94,266273,7256,70576,70057,20638,1915.58,1568.14,1342.25,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-27,4583.993249,1.8,25.3,26.6,30.4,23.5,82,34,1.6,7.7,33.92,266273,7256,70576,70057,20638,1916.31,1567.45,1341.44,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-28,4417.82374,0.6,23.1,27.4,32,24.1,80,37,1.6,7.6,24.08,266273,7256,70576,70057,20638,1915.94,1566.15,1339.75,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-29,5137.047396,7.1,64.7,27.3,31.1,24.3,85,46,1.7,10.7,13.46,266273,7256,70576,70057,20638,1916.36,1564.98,1338.15,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-30,4716.785304,0,0,28.7,33.7,24.7,79,31,2,9.6,35.68,266273,7256,70576,70057,20638,1915.55,1564.12,1336.88,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-07-31,5204.847574,0.2,4.5,28.3,33.6,24.5,78,29,1.9,11,13.65,266273,7256,70576,70057,20638,1914.7,1563.34,1335.99,0.7,3,-0.1,2.6,1.7,1.9,2.1,-0.1
2015-08-01,5529.256145,1,66.5,27.6,32.9,23.8,79,27,1.8,8.7,4.64,266273,7256,70576,70057,20638,1913.9,1561.97,1333.6,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-02,5150.207276,5.1,39.7,27,31.5,23.5,83,37,1.9,9.4,10.945,266273,7256,70576,70057,20638,1911.72,1561.53,1332.74,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-03,4771.158407,0,3.5,28.1,33.1,24.2,74,28,2.2,11.1,17.25,266273,7256,70576,70057,20638,1912.43,1560.91,1331.98,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-04,5291.327671,0,4.7,28,33.3,23.3,72,21,2.5,10.8,13.95,266273,7256,70576,70057,20638,1909.96,1559.64,1330.14,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-05,4604.962224,0,12,28,33.7,23.6,74,29,2,9.3,19.99,266273,7256,70576,70057,20638,1906.53,1558.65,1328.42,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-06,5382.049125,0,1,28.4,34.3,23.4,74,22,1.4,7.2,10.28,266273,7256,70576,70057,20638,1907.97,1557.68,1326.76,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-07,5156.14496,2.2,65,28.5,34.8,23.4,74,25,1.4,8.1,11.21,266273,7256,70576,70057,20638,1904.99,1556.66,1325,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-08,5090.352979,6.8,63.6,27.1,33.8,23.6,82,29,1.6,11.5,12.28,266273,7256,70576,70057,20638,1905.37,1555.54,1323.35,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-09,5061.235204,0,0,26.8,32.3,22.7,77,24,1.5,6.8,15.735,266273,7256,70576,70057,20638,1904.18,1554.97,1322.3,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-10,5032.117429,0,0,26.4,31.5,22.7,76,26,1.4,7.1,19.19,266273,7256,70576,70057,20638,1902.78,1554.09,1321.19,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-11,5296.04488,6.7,91.8,25.1,29.2,21.3,80,23,1.4,16.5,20.5,266273,7256,70576,70057,20638,1901.92,1552.43,1318.78,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-12,5490.04317,5.1,31,23.8,27.9,20.4,83,33,1.8,12.8,11,266273,7256,70576,70057,20638,1900.38,1551.12,1316.74,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-13,4721.485745,6.9,59,24.8,30.5,21,81,34,1.5,10.3,16.8,266273,7256,70576,70057,20638,1900.13,1549.67,1314.57,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-14,5312.86114,1.1,22.5,25.1,30.8,20.8,80,33,1.4,7,10.72,266273,7256,70576,70057,20638,1899.15,1548.01,1312.37,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-15,5266.25195,0,4.5,25.9,31.6,21.2,78,29,1.4,6.2,10.9,266273,7256,70576,70057,20638,1899.88,1547.37,1311.07,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-16,5247.901733,6.9,74.6,24.8,29.7,21.4,84,38,1.4,8.8,14.525,266273,7256,70576,70057,20638,1898.94,1546.78,1310.08,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-17,5229.551515,1,38.6,25.1,30.9,20.5,77,33,1.6,8.9,18.15,266273,7256,70576,70057,20638,1898.23,1545.61,1308.67,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-18,5683.779085,0,1.4,25.2,30,21.3,76,32,1.6,8.3,15.56,266273,7256,70576,70057,20638,1896.7,1543.86,1306.05,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-19,4784.557721,0,1.8,25,29,21.4,79,39,1.4,8.4,20.94,266273,7256,70576,70057,20638,1895.88,1542.11,1303.94,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-20,5404.388986,5,35.7,24.1,27.3,22,87,46,1.2,9,19.98,266273,7256,70576,70057,20638,1893.88,1540.47,1301.72,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-21,5258.699013,26.6,126,23.6,28.3,21.1,86,40,1.4,15.5,12.16,266273,7256,70576,70057,20638,1893.57,1538.62,1298.67,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-22,4894.748171,0.3,5.6,24.3,28.6,21.1,83,29,1.2,7.9,19.82,266273,7256,70576,70057,20638,1892.67,1536.83,1296.15,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-23,4829.854498,0.1,3,24.9,29.8,21.4,80,27,1.2,6.3,23.415,266273,7256,70576,70057,20638,1893.56,1535.99,1294.75,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-24,4764.960825,3.1,65.5,24.7,27.9,22.1,79,41,2.3,10.2,27.01,266273,7256,70576,70057,20638,1891.97,1534.64,1293.53,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-25,5524.664049,26.8,201.5,21.5,24,19.7,89,54,3.4,25.3,14.9,266273,7256,70576,70057,20638,1887.59,1532.13,1290.22,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-26,5662.269013,0.4,48.5,22.2,26.9,18.7,76,33,1.9,22.6,13.1,266273,7256,70576,70057,20638,1885.56,1529.74,1287.14,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-27,4756.797704,1.4,17.5,23.2,28.7,18.3,77,24,1.9,10.5,21.69,266273,7256,70576,70057,20638,1882.02,1527.31,1284.01,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-28,5154.163494,2.5,29.5,23,28.7,18.8,80,27,1.4,9.2,13.92,266273,7256,70576,70057,20638,1879.3,1525.2,1281.31,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-29,5551.952107,0,0,22.9,28.7,18.8,79,25,1.2,5.9,15.66,266273,7256,70576,70057,20638,1878.5,1523.83,1279.36,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-30,5533.929734,0.4,18.5,23.2,29.1,18.3,79,27,1.2,5.3,18.06,266273,7256,70576,70057,20638,1878,1523.31,1278.32,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-08-31,5515.907362,1.8,29,23.9,29.1,19.3,78,34,1.6,7,20.46,266273,7256,70576,70057,20638,1878,1522.64,1277.88,0.7,2.7,-0.1,2.6,2,1.8,2.1,-0.1
2015-09-01,5410.47475,5,59.2,23.6,27.9,20.8,79,41,1.9,11.9,17.68,266273,7256,70576,70057,20638,1875.7,1520.29,1274.56,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-02,5500.962413,9.6,52.5,22.8,27.4,20,86,45,1.6,8.9,13.41,266273,7256,70576,70057,20638,1871.34,1519.15,1272.88,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-03,4522.78194,1.8,18,22.9,28.1,19.2,81,39,1.6,9.1,23.52,266273,7256,70576,70057,20638,1871.12,1518.04,1271.33,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-04,5344.05402,0,28.5,23.3,29,18.8,78,30,1.5,8,11.87,266273,7256,70576,70057,20638,1869.36,1517.06,1270.18,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-05,5522.225272,9.4,64.4,21.7,25.6,19.4,87,43,1.6,10.4,9.66,266273,7256,70576,70057,20638,1867.69,1516.11,1268.87,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-06,5556.951898,6.6,50.5,20.9,24.6,18,80,44,2.4,13.7,10.225,266273,7256,70576,70057,20638,1865.54,1515.75,1268.12,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-07,5591.678525,0.1,2,20.7,26.4,15.9,70,29,2.1,10.7,10.79,266273,7256,70576,70057,20638,1864.93,1515.28,1267.82,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-08,5166.398659,0,0,20,26.2,14.3,65,20,2.3,11.9,28.03,266273,7256,70576,70057,20638,1870.02,1515.27,1267.91,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-09,5369.95743,0,9.5,20.3,27.1,13.6,62,17,2.4,14.4,15.03,266273,7256,70576,70057,20638,1870.6,1514.76,1267.03,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-10,5406.773725,0,5.5,20.6,27.3,14.2,69,22,1.5,14,15.49,266273,7256,70576,70057,20638,1870.54,1514.26,1266.36,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-11,5047.602647,1.5,10,21,26.6,15.7,79,32,1.5,7,24.26,266273,7256,70576,70057,20638,1869.61,1513.75,1265.83,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-12,5544.787495,3.8,23,18.8,22.1,15.5,83,29,1.5,13.7,13.44,266273,7256,70576,70057,20638,1867.56,1513.27,1265.48,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-13,5547.759082,0,1.5,18.6,25.1,13.5,68,23,1.7,12.3,16.33,266273,7256,70576,70057,20638,1866.08,1513.1,1264.84,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-14,5550.730669,0,0,19.1,26.4,12.8,69,22,1.5,6.7,19.22,266273,7256,70576,70057,20638,1867.45,1512.85,1265.09,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-15,5686.243017,0,0,19.3,25.7,13.3,64,21,2,8.2,16.61,266273,7256,70576,70057,20638,1870.22,1512.54,1264.67,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-16,5334.558554,1.6,41.1,18.9,24.1,13.2,69,25,1.8,10.6,13.75,266273,7256,70576,70057,20638,1867.58,1511.89,1264.06,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-17,5148.458243,4.4,64.5,19.3,24.2,15.2,73,27,2.1,11.1,22.72,266273,7256,70576,70057,20638,1869.25,1511.22,1263.14,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-18,4475.932282,0,0.9,20.1,26.3,14.6,72,31,1.7,11.9,16.67,266273,7256,70576,70057,20638,1867.7,1510.21,1262.28,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-19,5666.47245,0,0,20.1,26.7,15.2,76,26,1.3,6.4,16.12,266273,7256,70576,70057,20638,1868.69,1509.6,1261.57,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-20,5678.721639,0,0,20.1,26.6,14.8,78,26,1.2,6.8,17.795,266273,7256,70576,70057,20638,1867.19,1509.17,1260.87,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-21,5690.970828,0,1.6,20.6,27.9,15.1,75,17,1.3,6.2,19.47,266273,7256,70576,70057,20638,1866.39,1508.82,1260.92,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-22,5499.789596,0,0,20.6,28,14.8,72,17,1.6,10.4,19.72,266273,7256,70576,70057,20638,1861.43,1508.07,1260.02,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-23,4860.104715,8.4,133.1,19,22.5,15.6,83,39,1.4,11.2,22.97,266273,7256,70576,70057,20638,1861.17,1507.12,1259.15,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-24,4995.79329,1.2,14,20.7,25.7,16.5,80,25,1.7,10,21.1,266273,7256,70576,70057,20638,1859.5,1506.39,1258.47,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-25,5137.179836,0,1.5,20.6,26.3,16.3,78,29,1.4,8.6,26.46,266273,7256,70576,70057,20638,1859.52,1505.75,1258.01,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-26,6582.154516,0,0,20.1,26.5,15.4,78,20,1.3,8.2,0.92,266273,7256,70576,70057,20638,1860.86,1505.21,1257.14,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-27,3291.077258,0,0,19.7,27.6,13.7,71,10,1.3,7.3,0.46,266273,7256,70576,70057,20638,1861.75,1505.04,1256.67,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-29,2771.911629,0,1,20.7,27,14.4,60,21,2.1,9.7,8.15,266273,7256,70576,70057,20638,1860.9,1505.03,1256.64,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-09-30,5543.823259,1.7,93.5,19.3,23.1,16.7,66,20,2.1,13.3,16.3,266273,7256,70576,70057,20638,1859.95,1504.76,1256.87,0.5,1.3,-0.5,2.6,1.8,1.8,2,-0.3
2015-10-01,5012.390571,37.4,103,18.1,22.6,14.5,84,33,3,23.7,18.07,266273,7256,70576,70057,20638,1859.54,1503.91,1255.89,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-02,4342.85181,0,0.5,15.9,21.9,8.9,55,15,2.7,21,13.4,266273,7256,70576,70057,20638,1861.46,1503.71,1255.67,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-03,5313.903527,0,0,18.2,24.9,11.9,66,13,2.2,12.7,12.34,266273,7256,70576,70057,20638,1862.41,1503.08,1254.99,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-04,5382.307676,0,0,16.5,23.6,11,60,15,1.4,8.9,15.9,266273,7256,70576,70057,20638,1862.9,1502.84,1254.47,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-05,5450.711826,0,0.1,16.7,24.4,11,66,19,1.3,6.3,19.46,266273,7256,70576,70057,20638,1861.07,1502.49,1254.54,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-06,5003.182785,0,0,16.8,25.4,10.1,69,14,1.2,6.3,26.33,266273,7256,70576,70057,20638,1860.72,1502.15,1254.27,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-07,5570.571221,0,0,17.2,24.8,10.8,74,24,1.2,7.9,12.41,266273,7256,70576,70057,20638,1859.26,1501.64,1253.99,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-08,5217.443535,0.1,3.1,17.5,24.4,12.5,74,21,1.4,10.1,11.11,266273,7256,70576,70057,20638,1859.18,1501.45,1253.86,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-09,5543.012331,0.4,4,16,21.4,10.2,56,7,2.3,14,10.22,266273,7256,70576,70057,20638,1859.32,1501.19,1253.66,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-10,5723.054915,4.8,17.1,13.7,20.7,7.6,73,15,1.9,16.8,12.58,266273,7256,70576,70057,20638,1859.19,1501.22,1253.45,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-11,5652.530996,2.2,8.5,12.7,17,8.6,71,28,2.4,18,15.755,266273,7256,70576,70057,20638,1859.3,1501.25,1253.21,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-12,5582.007078,0.5,5.9,13.4,18.5,9.4,66,25,2.4,16.3,18.93,266273,7256,70576,70057,20638,1857.48,1501.37,1254.01,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-13,5744.421104,0,0.2,14.4,21.8,7.5,65,16,1.9,13.6,14.23,266273,7256,70576,70057,20638,1858.19,1501.4,1254.23,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-14,5697.915429,0,0,15.5,23.3,9.5,73,17,1.3,8.1,18.19,266273,7256,70576,70057,20638,1860.67,1501.27,1254.35,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-15,5511.096801,0,0,15.7,23.8,9.9,76,18,1.2,6.1,14.44,266273,7256,70576,70057,20638,1858.79,1501.02,1254.38,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-16,5566.934253,0,0,15.8,23.5,10.4,79,16,1.2,7.8,20.31,266273,7256,70576,70057,20638,1857.55,1500.68,1254.1,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-17,5817.307498,0,0,16.1,24.8,10.2,76,10,1.2,7,15.87,266273,7256,70576,70057,20638,1856.64,1500.22,1253.58,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-18,5471.484853,0,3.5,16.2,25.2,9.6,72,12,1.2,8.6,19.3,266273,7256,70576,70057,20638,1855.25,1500.13,1253.17,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-19,5125.662208,0.1,7.9,16.4,23.5,10.7,76,27,1.2,8.3,22.73,266273,7256,70576,70057,20638,1855.99,1500.06,1253.66,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-20,4865.640235,0,0,16.8,24.1,11.5,77,28,1.2,9.7,17.19,266273,7256,70576,70057,20638,1852.42,1499.36,1252.79,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-21,5746.035699,0.2,5.6,16.9,23.9,11.8,81,30,1.2,9.7,13.75,266273,7256,70576,70057,20638,1851.28,1498.61,1252.17,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-22,5790.715325,0.3,8.5,16.3,21.6,12.3,80,39,1.5,9.7,16.5,266273,7256,70576,70057,20638,1852.28,1497.57,1251.33,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-23,5286.553222,0,0,16.3,22,12.3,79,28,1.2,6.9,13.81,266273,7256,70576,70057,20638,1853.13,1496.3,1250.25,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-24,5532.294776,1.2,16.4,16.2,22.3,11.3,77,24,1.7,12.4,16.08,266273,7256,70576,70057,20638,1853.67,1495.18,1249.07,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-25,5692.210943,0,0,14.7,21,9.6,65,22,1.8,10.8,18.495,266273,7256,70576,70057,20638,1852.08,1494.74,1248.45,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-26,5852.12711,0.4,17,14.4,19.8,9.1,68,27,1.8,11.9,20.91,266273,7256,70576,70057,20638,1851.75,1494.14,1248.54,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-27,4931.026808,16.3,45.5,13.4,17.8,9.7,71,18,2.7,17.3,36.26,266273,7256,70576,70057,20638,1846.55,1492.85,1247.21,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-28,5639.067521,0,0,11.4,17.2,5.9,56,13,2.1,14.7,15.76,266273,7256,70576,70057,20638,1841.59,1491.5,1246.35,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-29,4643.316847,0.4,5.7,10.5,16.3,5.4,57,14,1.7,11.5,62.68,266273,7256,70576,70057,20638,1839.38,1490.09,1245.42,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-30,4986.016844,0,0.4,8,12.8,3.6,51,6,2.3,12.6,40.13,266273,7256,70576,70057,20638,1840.6,1489.15,1244.65,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-10-31,5753.686689,0,0,6.3,13.2,0.7,54,11,1.8,11.2,17.33,266273,7256,70576,70057,20638,1839.51,1488.27,1243.83,0.8,3,-0.4,2.5,1.8,2,2.2,0.1
2015-11-01,5979.246545,0.1,3.1,6.7,11.2,0.9,65,12,1,7.8,19.165,266273,7256,70576,70057,20638,1837.67,1487.32,1242.9,0.8,1.3,-0.1,2.5,1.8,2,2.2,0.1
